trial_frame,x1,y1,x2,y2,label
Clip0_frame_00000045.jpeg,818,367,968,387,durotomy
Clip0_frame_00000046.jpeg,818,371,972,380,durotomy
Clip0_frame_00000047.jpeg,812,373,986,390,durotomy
Clip0_frame_00000048.jpeg,812,367,978,386,durotomy
Clip0_frame_00000049.jpeg,805,375,978,386,durotomy
Clip0_frame_00000050.jpeg,803,377,986,392,durotomy
Clip0_frame_00000051.jpeg,814,375,986,387,durotomy
Clip0_frame_00000052.jpeg,814,375,988,391,durotomy
Clip0_frame_00000053.jpeg,809,382,982,384,durotomy
Clip0_frame_00000054.jpeg,807,373,974,386,durotomy
Clip0_frame_00000055.jpeg,804,384,951,385,durotomy
Clip0_frame_00000056.jpeg,805,386,973,390,durotomy
Clip0_frame_00000057.jpeg,877,389,1916,1075,grasper
Clip0_frame_00000058.jpeg,837,364,1915,1070,grasper
Clip0_frame_00000059.jpeg,794,366,952,379,durotomy
Clip0_frame_00000059.jpeg,885,327,1918,1074,grasper
Clip0_frame_00000060.jpeg,803,377,961,381,durotomy
Clip0_frame_00000060.jpeg,891,534,1826,1078,grasper
Clip0_frame_00000061.jpeg,803,377,978,388,durotomy
Clip0_frame_00000061.jpeg,808,530,1914,1073,grasper
Clip0_frame_00000062.jpeg,854,359,1913,1071,grasper
Clip0_frame_00000063.jpeg,829,305,1912,1070,grasper
Clip0_frame_00000064.jpeg,809,371,955,381,durotomy
Clip0_frame_00000065.jpeg,809,371,956,384,durotomy
Clip0_frame_00000066.jpeg,814,373,956,384,durotomy
Clip0_frame_00000067.jpeg,814,373,974,387,durotomy
Clip0_frame_00000068.jpeg,817,365,992,387,durotomy
Clip0_frame_00000069.jpeg,824,366,990,385,durotomy
Clip0_frame_00000070.jpeg,813,362,986,384,durotomy
Clip0_frame_00000071.jpeg,829,378,977,382,durotomy
Clip0_frame_00000072.jpeg,838,349,975,391,durotomy
Clip0_frame_00000073.jpeg,798,371,974,394,durotomy
Clip0_frame_00000074.jpeg,798,371,974,381,durotomy
Clip0_frame_00000075.jpeg,814,368,974,381,durotomy
Clip0_frame_00000076.jpeg,814,368,970,382,durotomy
Clip0_frame_00000077.jpeg,779,368,964,385,durotomy
Clip0_frame_00000078.jpeg,800,364,990,386,durotomy
Clip0_frame_00000079.jpeg,783,375,937,381,durotomy
Clip0_frame_00000080.jpeg,772,368,913,374,durotomy
Clip0_frame_00000081.jpeg,772,368,933,386,durotomy
Clip0_frame_00000082.jpeg,779,357,939,377,durotomy
Clip0_frame_00000083.jpeg,781,366,932,366,durotomy
Clip0_frame_00000084.jpeg,781,366,949,380,durotomy
Clip0_frame_00000085.jpeg,776,382,944,396,durotomy
Clip0_frame_00000086.jpeg,781,372,953,374,durotomy
Clip0_frame_00000087.jpeg,781,372,951,383,durotomy
Clip0_frame_00000088.jpeg,791,362,942,386,durotomy
Clip0_frame_00000089.jpeg,792,362,968,382,durotomy
Clip0_frame_00000090.jpeg,789,362,968,382,durotomy
Clip0_frame_00000091.jpeg,789,367,964,392,durotomy
Clip0_frame_00000091.jpeg,891,20,1866,1050,needle driver
Clip0_frame_00000092.jpeg,771,336,871,436,needle
Clip0_frame_00000092.jpeg,870,22,1873,1062,needle driver
Clip0_frame_00000093.jpeg,793,372,982,390,durotomy
Clip0_frame_00000093.jpeg,778,262,878,362,needle
Clip0_frame_00000093.jpeg,1411,323,1897,1038,needle driver
Clip0_frame_00000094.jpeg,793,372,949,378,durotomy
Clip0_frame_00000094.jpeg,1409,340,1868,1054,needle driver
Clip0_frame_00000095.jpeg,779,370,949,378,durotomy
Clip0_frame_00000095.jpeg,800,571,900,671,needle
Clip0_frame_00000095.jpeg,997,115,1902,1056,needle driver
Clip0_frame_00000096.jpeg,788,374,962,387,durotomy
Clip0_frame_00000096.jpeg,853,308,953,408,needle
Clip0_frame_00000096.jpeg,1413,289,1900,1072,needle driver
Clip0_frame_00000097.jpeg,790,370,954,378,durotomy
Clip0_frame_00000097.jpeg,818,378,954,616,needle
Clip0_frame_00000097.jpeg,943,186,1890,1069,needle driver
Clip0_frame_00000098.jpeg,790,370,917,372,durotomy
Clip0_frame_00000099.jpeg,781,366,932,376,durotomy
Clip0_frame_00000100.jpeg,789,363,932,371,durotomy
Clip0_frame_00000101.jpeg,789,363,936,372,durotomy
Clip0_frame_00000102.jpeg,780,366,939,380,durotomy
Clip0_frame_00000103.jpeg,778,365,949,376,durotomy
Clip0_frame_00000104.jpeg,778,365,944,378,durotomy
Clip0_frame_00000105.jpeg,786,369,946,381,durotomy
Clip0_frame_00000106.jpeg,848,382,1916,1069,grasper
Clip0_frame_00000107.jpeg,856,361,1910,1077,grasper
Clip0_frame_00000108.jpeg,861,378,1919,1073,grasper
Clip0_frame_00000109.jpeg,830,364,1915,1075,grasper
Clip0_frame_00000110.jpeg,789,376,945,388,durotomy
Clip0_frame_00000110.jpeg,916,393,1913,1074,grasper
Clip0_frame_00000111.jpeg,795,340,1916,1073,grasper
Clip0_frame_00000112.jpeg,842,398,1914,1079,grasper
Clip0_frame_00000113.jpeg,792,378,957,388,durotomy
Clip0_frame_00000113.jpeg,1164,414,1918,882,grasper
Clip0_frame_00000114.jpeg,790,372,962,383,durotomy
Clip0_frame_00000115.jpeg,804,368,969,387,durotomy
Clip0_frame_00000116.jpeg,796,375,964,378,durotomy
Clip0_frame_00000117.jpeg,796,375,965,375,durotomy
Clip0_frame_00000118.jpeg,793,375,965,378,durotomy
Clip0_frame_00000119.jpeg,793,375,962,378,durotomy
Clip0_frame_00000120.jpeg,808,375,962,377,durotomy
Clip0_frame_00000121.jpeg,808,377,970,384,durotomy
Clip0_frame_00000122.jpeg,805,380,970,384,durotomy
Clip0_frame_00000123.jpeg,805,380,957,387,durotomy
Clip0_frame_00000123.jpeg,926,724,1376,1078,grasper
Clip0_frame_00000124.jpeg,886,363,1913,1073,grasper
Clip0_frame_00000125.jpeg,856,381,1914,1076,grasper
Clip0_frame_00000126.jpeg,800,381,951,391,durotomy
Clip0_frame_00000126.jpeg,868,438,1913,1075,grasper
Clip0_frame_00000127.jpeg,798,395,958,408,durotomy
Clip0_frame_00000127.jpeg,872,500,1910,1074,grasper
Clip0_frame_00000128.jpeg,902,299,1906,1072,grasper
Clip0_frame_00000129.jpeg,799,381,965,394,durotomy
Clip0_frame_00000129.jpeg,1018,437,1914,1071,grasper
Clip0_frame_00000130.jpeg,799,381,965,382,durotomy
Clip0_frame_00000130.jpeg,932,412,1917,1077,grasper
Clip0_frame_00000131.jpeg,807,374,965,382,durotomy
Clip0_frame_00000132.jpeg,807,374,968,379,durotomy
Clip0_frame_00000133.jpeg,814,373,968,379,durotomy
Clip0_frame_00000134.jpeg,814,373,966,374,durotomy
Clip0_frame_00000135.jpeg,798,373,961,382,durotomy
Clip0_frame_00000135.jpeg,1237,508,1917,878,grasper
Clip0_frame_00000136.jpeg,798,368,941,373,durotomy
Clip0_frame_00000136.jpeg,1001,332,1919,1076,grasper
Clip0_frame_00000137.jpeg,778,368,941,376,durotomy
Clip0_frame_00000137.jpeg,861,429,1917,1075,grasper
Clip0_frame_00000138.jpeg,767,363,962,366,durotomy
Clip0_frame_00000138.jpeg,909,310,1916,1077,grasper
Clip0_frame_00000139.jpeg,936,293,1914,1080,grasper
Clip0_frame_00000140.jpeg,805,379,1915,1075,grasper
Clip0_frame_00000141.jpeg,808,391,1915,1077,grasper
Clip0_frame_00000142.jpeg,788,371,945,373,durotomy
Clip0_frame_00000143.jpeg,805,371,945,372,durotomy
Clip0_frame_00000144.jpeg,815,362,968,372,durotomy
Clip0_frame_00000145.jpeg,811,358,971,375,durotomy
Clip0_frame_00000146.jpeg,795,366,951,372,durotomy
Clip0_frame_00000147.jpeg,800,372,951,380,durotomy
Clip0_frame_00000148.jpeg,791,366,956,372,durotomy
Clip0_frame_00000149.jpeg,803,363,956,373,durotomy
Clip0_frame_00000150.jpeg,802,373,970,375,durotomy
Clip0_frame_00000151.jpeg,800,377,963,385,durotomy
Clip0_frame_00000152.jpeg,800,384,981,385,durotomy
Clip0_frame_00000153.jpeg,816,369,983,371,durotomy
Clip0_frame_00000154.jpeg,805,371,971,375,durotomy
Clip0_frame_00000155.jpeg,794,369,975,373,durotomy
Clip0_frame_00000155.jpeg,956,359,1915,1073,grasper
Clip0_frame_00000156.jpeg,907,391,1915,1077,grasper
Clip0_frame_00000157.jpeg,872,389,1916,1077,grasper
Clip0_frame_00000158.jpeg,849,368,1913,1079,grasper
Clip0_frame_00000159.jpeg,780,366,990,382,durotomy
Clip0_frame_00000159.jpeg,945,288,1919,1077,grasper
Clip0_frame_00000160.jpeg,790,367,975,369,durotomy
Clip0_frame_00000160.jpeg,1010,404,1915,1075,grasper
Clip0_frame_00000161.jpeg,790,367,960,371,durotomy
Clip0_frame_00000162.jpeg,796,371,960,371,durotomy
Clip0_frame_00000163.jpeg,806,364,963,369,durotomy
Clip0_frame_00000164.jpeg,801,369,970,371,durotomy
Clip0_frame_00000165.jpeg,801,366,972,371,durotomy
Clip0_frame_00000166.jpeg,810,366,972,370,durotomy
Clip0_frame_00000167.jpeg,810,370,985,376,durotomy
Clip0_frame_00000168.jpeg,792,370,969,374,durotomy
Clip0_frame_00000169.jpeg,801,371,975,382,durotomy
Clip0_frame_00000170.jpeg,797,372,970,379,durotomy
Clip0_frame_00000171.jpeg,795,365,965,375,durotomy
Clip0_frame_00000172.jpeg,787,372,992,378,durotomy
Clip0_frame_00000173.jpeg,928,386,1918,1076,grasper
Clip0_frame_00000174.jpeg,804,370,980,372,durotomy
Clip0_frame_00000175.jpeg,813,373,980,376,durotomy
Clip0_frame_00000176.jpeg,806,371,969,375,durotomy
Clip0_frame_00000177.jpeg,799,363,969,371,durotomy
Clip0_frame_00000178.jpeg,803,363,1006,376,durotomy
Clip0_frame_00000178.jpeg,1011,357,1914,1080,grasper
Clip0_frame_00000179.jpeg,814,363,1006,365,durotomy
Clip0_frame_00000179.jpeg,928,395,1913,1076,grasper
Clip0_frame_00000180.jpeg,814,365,982,368,durotomy
Clip0_frame_00000180.jpeg,906,399,1915,1078,grasper
Clip0_frame_00000181.jpeg,936,321,1911,1077,grasper
Clip0_frame_00000182.jpeg,797,363,981,365,durotomy
Clip0_frame_00000182.jpeg,930,402,1914,1079,grasper
Clip0_frame_00000183.jpeg,793,287,1912,1079,grasper
Clip0_frame_00000184.jpeg,813,331,1916,1076,grasper
Clip0_frame_00000185.jpeg,794,361,971,361,durotomy
Clip0_frame_00000185.jpeg,889,470,1915,1080,grasper
Clip0_frame_00000186.jpeg,809,367,970,368,durotomy
Clip0_frame_00000186.jpeg,816,307,1915,1078,grasper
Clip0_frame_00000187.jpeg,815,362,956,363,durotomy
Clip0_frame_00000188.jpeg,805,354,971,359,durotomy
Clip0_frame_00000188.jpeg,941,352,1914,1079,grasper
Clip0_frame_00000189.jpeg,800,367,967,371,durotomy
Clip0_frame_00000189.jpeg,819,480,1916,1080,grasper
Clip0_frame_00000190.jpeg,786,358,962,358,durotomy
Clip0_frame_00000190.jpeg,890,583,1918,1078,grasper
Clip0_frame_00000191.jpeg,828,358,962,360,durotomy
Clip0_frame_00000191.jpeg,873,583,1917,1074,grasper
Clip0_frame_00000192.jpeg,812,352,966,355,durotomy
Clip0_frame_00000192.jpeg,911,653,1915,1076,grasper
Clip0_frame_00000193.jpeg,797,357,966,362,durotomy
Clip0_frame_00000193.jpeg,921,236,1916,1078,grasper
Clip0_frame_00000194.jpeg,849,251,1916,1077,grasper
Clip0_frame_00000195.jpeg,800,358,981,360,durotomy
Clip0_frame_00000195.jpeg,923,255,1915,1078,grasper
Clip0_frame_00000196.jpeg,923,289,1914,1078,grasper
Clip0_frame_00000197.jpeg,798,358,960,379,durotomy
Clip0_frame_00000197.jpeg,846,332,1916,1075,grasper
Clip0_frame_00000198.jpeg,858,420,1918,1075,grasper
Clip0_frame_00000199.jpeg,799,361,974,379,durotomy
Clip0_frame_00000200.jpeg,799,353,968,361,durotomy
Clip0_frame_00000201.jpeg,768,345,959,355,durotomy
Clip0_frame_00000202.jpeg,779,355,947,362,durotomy
Clip0_frame_00000203.jpeg,787,356,947,361,durotomy
Clip0_frame_00000204.jpeg,787,356,949,360,durotomy
Clip0_frame_00000205.jpeg,781,349,949,360,durotomy
Clip0_frame_00000206.jpeg,792,362,944,366,durotomy
Clip0_frame_00000206.jpeg,1184,290,1914,1075,grasper
Clip0_frame_00000207.jpeg,941,376,1916,1076,grasper
Clip0_frame_00000208.jpeg,863,353,1914,1077,grasper
Clip0_frame_00000209.jpeg,818,390,1912,1075,grasper
Clip0_frame_00000210.jpeg,834,377,1915,1075,grasper
Clip0_frame_00000211.jpeg,848,466,1911,1070,grasper
Clip0_frame_00000212.jpeg,805,334,1911,1076,grasper
Clip0_frame_00000213.jpeg,926,349,1916,1073,grasper
Clip0_frame_00000214.jpeg,778,343,945,351,durotomy
Clip0_frame_00000215.jpeg,778,343,923,343,durotomy
Clip0_frame_00000216.jpeg,780,346,923,346,durotomy
Clip0_frame_00000217.jpeg,771,341,921,343,durotomy
Clip0_frame_00000218.jpeg,766,342,922,346,durotomy
Clip0_frame_00000219.jpeg,776,337,927,346,durotomy
Clip0_frame_00000220.jpeg,769,336,927,343,durotomy
Clip0_frame_00000220.jpeg,1002,515,1912,1076,grasper
Clip0_frame_00000221.jpeg,1008,324,1918,1080,grasper
Clip0_frame_00000222.jpeg,892,370,1916,1080,grasper
Clip0_frame_00000223.jpeg,802,340,1914,1069,grasper
Clip0_frame_00000224.jpeg,840,371,1917,1080,grasper
Clip0_frame_00000225.jpeg,871,373,1917,1074,grasper
Clip0_frame_00000226.jpeg,817,350,1913,1073,grasper
Clip0_frame_00000227.jpeg,830,341,1918,1074,grasper
Clip0_frame_00000228.jpeg,776,346,923,348,durotomy
Clip0_frame_00000228.jpeg,880,327,1916,1079,grasper
Clip0_frame_00000229.jpeg,789,340,923,348,durotomy
Clip0_frame_00000229.jpeg,885,379,1915,1074,grasper
Clip0_frame_00000230.jpeg,825,335,1914,1078,grasper
Clip0_frame_00000231.jpeg,829,308,1917,1076,grasper
Clip0_frame_00000232.jpeg,822,338,1917,1075,grasper
Clip0_frame_00000233.jpeg,770,356,945,358,durotomy
Clip0_frame_00000233.jpeg,965,361,1917,1080,grasper
Clip0_frame_00000234.jpeg,786,356,945,358,durotomy
Clip0_frame_00000234.jpeg,764,377,1915,1079,grasper
Clip0_frame_00000235.jpeg,795,306,1912,1075,grasper
Clip0_frame_00000236.jpeg,831,327,1918,1079,grasper
Clip0_frame_00000237.jpeg,774,356,918,356,durotomy
Clip0_frame_00000238.jpeg,772,355,918,356,durotomy
Clip0_frame_00000239.jpeg,777,357,905,361,durotomy
Clip0_frame_00000240.jpeg,770,351,916,357,durotomy
Clip0_frame_00000241.jpeg,770,356,914,358,durotomy
Clip0_frame_00000242.jpeg,766,359,920,368,durotomy
Clip0_frame_00000243.jpeg,791,356,950,356,durotomy
Clip0_frame_00000244.jpeg,798,358,948,358,durotomy
Clip0_frame_00000245.jpeg,796,347,949,349,durotomy
Clip0_frame_00000246.jpeg,791,356,940,358,durotomy
Clip0_frame_00000247.jpeg,801,359,926,367,durotomy
Clip0_frame_00000248.jpeg,794,356,939,356,durotomy
Clip0_frame_00000249.jpeg,781,357,941,358,durotomy
Clip0_frame_00000250.jpeg,799,354,955,358,durotomy
Clip0_frame_00000251.jpeg,824,346,984,348,durotomy
Clip0_frame_00000252.jpeg,833,350,983,351,durotomy
Clip0_frame_00000253.jpeg,830,683,930,783,needle
Clip0_frame_00000253.jpeg,873,208,1882,1032,needle driver
Clip0_frame_00000254.jpeg,802,353,963,356,durotomy
Clip0_frame_00000254.jpeg,1509,352,1878,1045,needle driver
Clip0_frame_00000255.jpeg,790,353,963,356,durotomy
Clip0_frame_00000255.jpeg,1397,445,1870,1046,needle driver
Clip0_frame_00000256.jpeg,813,354,950,354,durotomy
Clip0_frame_00000256.jpeg,1460,392,1873,1061,needle driver
Clip0_frame_00000257.jpeg,802,352,941,357,durotomy
Clip0_frame_00000257.jpeg,1521,275,1883,1051,needle driver
Clip0_frame_00000258.jpeg,798,352,941,354,durotomy
Clip0_frame_00000258.jpeg,1489,364,1864,1054,needle driver
Clip0_frame_00000259.jpeg,798,354,940,357,durotomy
Clip0_frame_00000259.jpeg,884,29,1893,1080,needle driver
Clip0_frame_00000260.jpeg,805,352,940,361,durotomy
Clip0_frame_00000260.jpeg,889,52,1897,1044,needle driver
Clip0_frame_00000261.jpeg,806,359,948,361,durotomy
Clip0_frame_00000262.jpeg,816,349,948,359,durotomy
Clip0_frame_00000263.jpeg,810,354,948,358,durotomy
Clip0_frame_00000264.jpeg,827,355,953,360,durotomy
Clip0_frame_00000265.jpeg,822,347,956,355,durotomy
Clip0_frame_00000266.jpeg,838,363,964,369,durotomy
Clip0_frame_00000267.jpeg,838,359,963,363,durotomy
Clip0_frame_00000267.jpeg,913,27,1871,1056,needle driver
Clip0_frame_00000268.jpeg,820,353,963,359,durotomy
Clip0_frame_00000268.jpeg,878,25,1891,1054,needle driver
Clip0_frame_00000269.jpeg,819,363,957,364,durotomy
Clip0_frame_00000269.jpeg,835,0,1896,1056,needle driver
Clip0_frame_00000270.jpeg,851,14,1903,1039,needle driver
Clip0_frame_00000271.jpeg,817,45,1883,1050,needle driver
Clip0_frame_00000272.jpeg,833,71,1865,1050,needle driver
Clip0_frame_00000273.jpeg,5,423,750,1075,grasper
Clip0_frame_00000273.jpeg,881,58,1903,1068,needle driver
Clip0_frame_00000274.jpeg,860,87,1863,1065,needle driver
Clip0_frame_00000275.jpeg,773,353,939,355,durotomy
Clip0_frame_00000275.jpeg,885,3,1884,1060,needle driver
Clip0_frame_00000276.jpeg,790,355,945,357,durotomy
Clip0_frame_00000277.jpeg,808,357,946,361,durotomy
Clip0_frame_00000278.jpeg,803,360,986,368,durotomy
Clip0_frame_00000279.jpeg,812,360,986,361,durotomy
Clip0_frame_00000280.jpeg,805,358,973,365,durotomy
Clip0_frame_00000281.jpeg,818,362,982,369,durotomy
Clip0_frame_00000282.jpeg,809,361,977,369,durotomy
Clip0_frame_00000283.jpeg,877,754,977,854,needle
Clip0_frame_00000283.jpeg,850,302,1860,1052,needle driver
Clip0_frame_00000284.jpeg,764,355,964,356,durotomy
Clip0_frame_00000284.jpeg,921,21,1871,1075,needle driver
Clip0_frame_00000285.jpeg,790,360,974,361,durotomy
Clip0_frame_00000285.jpeg,870,1,1879,1035,needle driver
Clip0_frame_00000286.jpeg,794,363,945,363,durotomy
Clip0_frame_00000286.jpeg,839,1,939,84,needle
Clip0_frame_00000286.jpeg,894,17,1892,1050,needle driver
Clip0_frame_00000287.jpeg,793,364,956,365,durotomy
Clip0_frame_00000287.jpeg,828,43,928,143,needle
Clip0_frame_00000287.jpeg,843,74,1891,1056,needle driver
Clip0_frame_00000288.jpeg,791,359,970,363,durotomy
Clip0_frame_00000288.jpeg,834,1,934,69,needle
Clip0_frame_00000288.jpeg,882,12,1910,1042,needle driver
Clip0_frame_00000289.jpeg,787,368,961,374,durotomy
Clip0_frame_00000289.jpeg,843,126,943,226,needle
Clip0_frame_00000289.jpeg,923,140,1890,1025,needle driver
Clip0_frame_00000290.jpeg,767,371,919,390,durotomy
Clip0_frame_00000290.jpeg,827,159,927,259,needle
Clip0_frame_00000290.jpeg,874,206,1880,1042,needle driver
Clip0_frame_00000291.jpeg,805,228,905,328,needle
Clip0_frame_00000291.jpeg,859,257,1901,1063,needle driver
Clip0_frame_00000292.jpeg,735,390,896,422,durotomy
Clip0_frame_00000292.jpeg,802,211,902,311,needle
Clip0_frame_00000292.jpeg,872,244,1878,1050,needle driver
Clip0_frame_00000293.jpeg,783,362,928,399,durotomy
Clip0_frame_00000293.jpeg,818,121,918,221,needle
Clip0_frame_00000293.jpeg,860,136,1895,1026,needle driver
Clip0_frame_00000294.jpeg,803,210,903,310,needle
Clip0_frame_00000294.jpeg,854,233,1903,1055,needle driver
Clip0_frame_00000295.jpeg,707,418,874,438,durotomy
Clip0_frame_00000295.jpeg,781,232,881,332,needle
Clip0_frame_00000295.jpeg,841,238,1897,1066,needle driver
Clip0_frame_00000296.jpeg,785,220,885,320,needle
Clip0_frame_00000296.jpeg,835,265,1884,1057,needle driver
Clip0_frame_00000297.jpeg,694,370,869,405,durotomy
Clip0_frame_00000297.jpeg,790,197,890,297,needle
Clip0_frame_00000297.jpeg,840,223,1898,1070,needle driver
Clip0_frame_00000298.jpeg,788,199,888,299,needle
Clip0_frame_00000298.jpeg,823,237,1883,1062,needle driver
Clip0_frame_00000299.jpeg,777,201,877,301,needle
Clip0_frame_00000299.jpeg,819,234,1882,1061,needle driver
Clip0_frame_00000300.jpeg,775,257,875,357,needle
Clip0_frame_00000300.jpeg,857,296,1869,1032,needle driver
Clip0_frame_00000301.jpeg,776,272,876,372,needle
Clip0_frame_00000301.jpeg,865,304,1885,1055,needle driver
Clip0_frame_00000302.jpeg,790,260,890,360,needle
Clip0_frame_00000302.jpeg,831,298,1901,1050,needle driver
Clip0_frame_00000303.jpeg,775,185,875,285,needle
Clip0_frame_00000303.jpeg,822,193,1900,1052,needle driver
Clip0_frame_00000304.jpeg,774,211,874,311,needle
Clip0_frame_00000304.jpeg,859,239,1899,1075,needle driver
Clip0_frame_00000305.jpeg,784,144,884,244,needle
Clip0_frame_00000305.jpeg,832,182,1892,1056,needle driver
Clip0_frame_00000306.jpeg,772,211,872,311,needle
Clip0_frame_00000306.jpeg,844,228,1894,1037,needle driver
Clip0_frame_00000307.jpeg,771,199,871,299,needle
Clip0_frame_00000307.jpeg,839,230,1881,1069,needle driver
Clip0_frame_00000308.jpeg,757,185,1889,1075,needle driver
Clip0_frame_00000309.jpeg,776,351,949,358,durotomy
Clip0_frame_00000309.jpeg,1027,402,1863,1044,needle driver
Clip0_frame_00000310.jpeg,876,165,1898,1079,needle driver
Clip0_frame_00000311.jpeg,873,153,1866,1072,needle driver
Clip0_frame_00000312.jpeg,839,163,1866,1029,needle driver
Clip0_frame_00000313.jpeg,820,160,1884,1080,needle driver
Clip0_frame_00000314.jpeg,763,377,951,382,durotomy
Clip0_frame_00000315.jpeg,789,371,959,379,durotomy
Clip0_frame_00000316.jpeg,761,372,966,379,durotomy
Clip0_frame_00000317.jpeg,759,369,941,370,durotomy
Clip0_frame_00000318.jpeg,764,369,946,373,durotomy
Clip0_frame_00000319.jpeg,774,377,942,377,durotomy
Clip0_frame_00000320.jpeg,787,378,952,378,durotomy
Clip0_frame_00000321.jpeg,807,357,1917,1080,grasper
Clip0_frame_00000322.jpeg,851,372,1919,1076,grasper
Clip0_frame_00000323.jpeg,883,367,1917,1080,grasper
Clip0_frame_00000324.jpeg,742,274,1917,1074,grasper
Clip0_frame_00000325.jpeg,865,378,1914,1073,grasper
Clip0_frame_00000326.jpeg,852,302,1917,1073,grasper
Clip0_frame_00000327.jpeg,837,344,1913,1080,grasper
Clip0_frame_00000328.jpeg,744,394,1913,1078,grasper
Clip0_frame_00000329.jpeg,882,300,1914,1080,grasper
Clip0_frame_00000330.jpeg,823,342,1916,1080,grasper
Clip0_frame_00000331.jpeg,881,335,1917,1078,grasper
Clip0_frame_00000332.jpeg,885,344,1916,1077,grasper
Clip0_frame_00000333.jpeg,798,374,967,380,durotomy
Clip0_frame_00000333.jpeg,1181,421,1918,1072,grasper
Clip0_frame_00000334.jpeg,849,355,1916,1074,grasper
Clip0_frame_00000335.jpeg,792,368,994,373,durotomy
Clip0_frame_00000335.jpeg,964,369,1916,1077,grasper
Clip0_frame_00000336.jpeg,787,369,959,375,durotomy
Clip0_frame_00000337.jpeg,784,370,963,375,durotomy
Clip0_frame_00000338.jpeg,778,370,967,377,durotomy
Clip0_frame_00000339.jpeg,783,369,967,377,durotomy
Clip0_frame_00000340.jpeg,784,378,959,383,durotomy
Clip0_frame_00000341.jpeg,764,375,959,383,durotomy
Clip0_frame_00000342.jpeg,776,370,962,375,durotomy
Clip0_frame_00000343.jpeg,780,365,971,375,durotomy
Clip0_frame_00000344.jpeg,780,365,958,369,durotomy
Clip0_frame_00000345.jpeg,780,365,970,376,durotomy
Clip0_frame_00000346.jpeg,780,365,970,370,durotomy
Clip0_frame_00000347.jpeg,786,367,971,373,durotomy
Clip0_frame_00000348.jpeg,787,367,962,375,durotomy
Clip0_frame_00000349.jpeg,777,365,968,371,durotomy
Clip0_frame_00000350.jpeg,790,366,970,374,durotomy
Clip0_frame_00000350.jpeg,975,9,1855,1034,needle driver
Clip0_frame_00000351.jpeg,782,362,970,374,durotomy
Clip0_frame_00000351.jpeg,869,37,1877,1035,needle driver
Clip0_frame_00000352.jpeg,786,371,956,387,durotomy
Clip0_frame_00000352.jpeg,866,88,1882,1072,needle driver
Clip0_frame_00000353.jpeg,841,112,1869,1052,needle driver
Clip0_frame_00000354.jpeg,829,141,1865,1055,needle driver
Clip0_frame_00000355.jpeg,869,192,1871,1080,needle driver
Clip0_frame_00000356.jpeg,832,223,1874,1066,needle driver
Clip0_frame_00000357.jpeg,896,232,1874,1060,needle driver
Clip0_frame_00000358.jpeg,884,206,1891,1080,needle driver
Clip0_frame_00000359.jpeg,860,165,1885,1055,needle driver
Clip0_frame_00000360.jpeg,919,222,1898,1029,needle driver
Clip0_frame_00000361.jpeg,782,368,941,403,durotomy
Clip0_frame_00000361.jpeg,867,202,1885,1050,needle driver
Clip0_frame_00000362.jpeg,897,312,1858,1061,needle driver
Clip0_frame_00000363.jpeg,786,373,969,388,durotomy
Clip0_frame_00000363.jpeg,986,379,1878,1076,needle driver
Clip0_frame_00000364.jpeg,775,370,969,390,durotomy
